financialdata_symbol,financialdata_ticker,financialdata_exchange,financialdata_name,financialdata_review_scope,official_ticker,official_exchange,official_name,official_isin,official_source_key,official_reference_scope,decision,reason,financialdata_review_queue,review_priority,review_strategy,apply_eligibility,verification_evidence_required,recommended_next_source,source_gate,financialdata_discovery_context,official_identity_context,supplement_review_context
532921.BO,532921,BSE_IN,Adani Ports and Special Economic Zone Limited,current_exchange_gap,ADANIPORTS,BSE_IN,Adani Ports and Special Economic Zone Ltd,INE742F01042,bse_india_scrips,exchange_directory,skip,ticker_already_exists_globally,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,identity_resolution_before_any_global_ticker_reuse,Listing-keyed identity-resolution evidence before considering any global ticker reuse.,Do not reuse a global ticker without listing-keyed identity resolution.,financialdata_exchange=BSE_IN;financialdata_ticker=532921;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=ADANIPORTS;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=ticker_already_exists_globally;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=identity_resolution_before_any_global_ticker_reuse
532922.BO,532922,BSE_IN,Edelweiss Group,current_exchange_gap,ECAPINSURE,BSE_IN,Edelweiss BSE Capital Markets & Insurance ETF,INF754K01TX4,bse_india_scrips,exchange_directory,reject,ambiguous_official_isin_candidates,resolve_ambiguous_official_isin_candidates,P2,resolve_to_single_official_active_isin_candidate_before_apply,blocked_until_unique_official_isin_candidate_resolved,single_official_active_listing_with_valid_isin_and_name_gate,Single official active listing or registry row resolving the ambiguous candidates with exact name and ISIN.,Do not write supplement until exactly one official valid-ISIN candidate remains after name/listing review.,financialdata_exchange=BSE_IN;financialdata_ticker=532922;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=ECAPINSURE;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=reject;reason=ambiguous_official_isin_candidates;financialdata_review_queue=resolve_ambiguous_official_isin_candidates;apply_eligibility=blocked_until_unique_official_isin_candidate_resolved;verification_evidence_required=single_official_active_listing_with_valid_isin_and_name_gate
532941.BO,532941,BSE_IN,Cords Cable Industries Limited,current_exchange_gap,AADIIND,BSE_IN,Aadi Industries Ltd,INE563D01013,bse_india_scrips,exchange_directory,reject,ambiguous_official_isin_candidates,resolve_ambiguous_official_isin_candidates,P2,resolve_to_single_official_active_isin_candidate_before_apply,blocked_until_unique_official_isin_candidate_resolved,single_official_active_listing_with_valid_isin_and_name_gate,Single official active listing or registry row resolving the ambiguous candidates with exact name and ISIN.,Do not write supplement until exactly one official valid-ISIN candidate remains after name/listing review.,financialdata_exchange=BSE_IN;financialdata_ticker=532941;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=AADIIND;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=reject;reason=ambiguous_official_isin_candidates;financialdata_review_queue=resolve_ambiguous_official_isin_candidates;apply_eligibility=blocked_until_unique_official_isin_candidate_resolved;verification_evidence_required=single_official_active_listing_with_valid_isin_and_name_gate
532966.BO,532966,BSE_IN,Titagarh Rail Systems Limited,current_exchange_gap,ADMACH,BSE_IN,Admach Systems Ltd,INE0XLO01010,bse_india_scrips,exchange_directory,reject,ambiguous_official_isin_candidates,resolve_ambiguous_official_isin_candidates,P2,resolve_to_single_official_active_isin_candidate_before_apply,blocked_until_unique_official_isin_candidate_resolved,single_official_active_listing_with_valid_isin_and_name_gate,Single official active listing or registry row resolving the ambiguous candidates with exact name and ISIN.,Do not write supplement until exactly one official valid-ISIN candidate remains after name/listing review.,financialdata_exchange=BSE_IN;financialdata_ticker=532966;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=ADMACH;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=reject;reason=ambiguous_official_isin_candidates;financialdata_review_queue=resolve_ambiguous_official_isin_candidates;apply_eligibility=blocked_until_unique_official_isin_candidate_resolved;verification_evidence_required=single_official_active_listing_with_valid_isin_and_name_gate
532977.BO,532977,BSE_IN,Bajaj Auto Limited,current_exchange_gap,BAJAJ-AUTO,BSE_IN,Bajaj Auto Ltd,INE917I01010,bse_india_scrips,exchange_directory,skip,ticker_already_exists_globally,collision_guard_no_supplement_apply,P3,hold_existing_identifier_collision_until_identity_review_resolves,no_supplement_apply_existing_identifier_or_collision_guard,identity_resolution_before_any_global_ticker_reuse,Listing-keyed identity-resolution evidence before considering any global ticker reuse.,Do not reuse a global ticker without listing-keyed identity resolution.,financialdata_exchange=BSE_IN;financialdata_ticker=532977;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=BAJAJ-AUTO;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=skip;reason=ticker_already_exists_globally;financialdata_review_queue=collision_guard_no_supplement_apply;apply_eligibility=no_supplement_apply_existing_identifier_or_collision_guard;verification_evidence_required=identity_resolution_before_any_global_ticker_reuse
532978.BO,532978,BSE_IN,Bajaj Finserv Limited,current_exchange_gap,BAJAJFINSV,BSE_IN,Bajaj Finserv Ltd,INE918I01026,bse_india_scrips,exchange_directory,reject,ambiguous_official_isin_candidates,resolve_ambiguous_official_isin_candidates,P2,resolve_to_single_official_active_isin_candidate_before_apply,blocked_until_unique_official_isin_candidate_resolved,single_official_active_listing_with_valid_isin_and_name_gate,Single official active listing or registry row resolving the ambiguous candidates with exact name and ISIN.,Do not write supplement until exactly one official valid-ISIN candidate remains after name/listing review.,financialdata_exchange=BSE_IN;financialdata_ticker=532978;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=BAJAJFINSV;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=reject;reason=ambiguous_official_isin_candidates;financialdata_review_queue=resolve_ambiguous_official_isin_candidates;apply_eligibility=blocked_until_unique_official_isin_candidate_resolved;verification_evidence_required=single_official_active_listing_with_valid_isin_and_name_gate
532983.BO,532983,BSE_IN,RPG Life Sciences Limited,current_exchange_gap,ALIVUS,BSE_IN,Alivus Life Sciences Ltd,INE03Q201024,bse_india_scrips,exchange_directory,reject,ambiguous_official_isin_candidates,resolve_ambiguous_official_isin_candidates,P2,resolve_to_single_official_active_isin_candidate_before_apply,blocked_until_unique_official_isin_candidate_resolved,single_official_active_listing_with_valid_isin_and_name_gate,Single official active listing or registry row resolving the ambiguous candidates with exact name and ISIN.,Do not write supplement until exactly one official valid-ISIN candidate remains after name/listing review.,financialdata_exchange=BSE_IN;financialdata_ticker=532983;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=ALIVUS;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=reject;reason=ambiguous_official_isin_candidates;financialdata_review_queue=resolve_ambiguous_official_isin_candidates;apply_eligibility=blocked_until_unique_official_isin_candidate_resolved;verification_evidence_required=single_official_active_listing_with_valid_isin_and_name_gate
532988.BO,532988,BSE_IN,Rane Engine Valve Limited,current_exchange_gap,RANEHOLDIN,BSE_IN,Rane Holdings Ltd,INE384A01010,bse_india_scrips,exchange_directory,preserve,already_in_financialdata_supplement,preserve_existing_reviewed_supplement,P4,preserve_existing_reviewed_supplement_no_new_apply,preserve_existing_reviewed_supplement_no_new_apply,existing_reviewed_supplement_retained_with_original_official_source,Existing reviewed FinancialData supplement source; re-check only if the original official source changes.,Preserve existing reviewed supplement; do not create a new row from FinancialData alone.,financialdata_exchange=BSE_IN;financialdata_ticker=532988;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=RANEHOLDIN;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=preserve;reason=already_in_financialdata_supplement;financialdata_review_queue=preserve_existing_reviewed_supplement;apply_eligibility=preserve_existing_reviewed_supplement_no_new_apply;verification_evidence_required=existing_reviewed_supplement_retained_with_original_official_source
533033.BO,533033,BSE_IN,Isgec Heavy Engineering Ltd.,current_exchange_gap,GGENG,BSE_IN,G G Engineering Ltd,INE694X01030,bse_india_scrips,exchange_directory,reject,ambiguous_official_isin_candidates,resolve_ambiguous_official_isin_candidates,P2,resolve_to_single_official_active_isin_candidate_before_apply,blocked_until_unique_official_isin_candidate_resolved,single_official_active_listing_with_valid_isin_and_name_gate,Single official active listing or registry row resolving the ambiguous candidates with exact name and ISIN.,Do not write supplement until exactly one official valid-ISIN candidate remains after name/listing review.,financialdata_exchange=BSE_IN;financialdata_ticker=533033;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=GGENG;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=reject;reason=ambiguous_official_isin_candidates;financialdata_review_queue=resolve_ambiguous_official_isin_candidates;apply_eligibility=blocked_until_unique_official_isin_candidate_resolved;verification_evidence_required=single_official_active_listing_with_valid_isin_and_name_gate
533088.BO,533088,BSE_IN,Mahindra Holidays & Resorts India Ltd. (MHRIL),current_exchange_gap,ADVANIHOTR,BSE_IN,Advani Hotels & Resorts (India) Ltd,INE199C01026,bse_india_scrips,exchange_directory,reject,ambiguous_official_isin_candidates,resolve_ambiguous_official_isin_candidates,P2,resolve_to_single_official_active_isin_candidate_before_apply,blocked_until_unique_official_isin_candidate_resolved,single_official_active_listing_with_valid_isin_and_name_gate,Single official active listing or registry row resolving the ambiguous candidates with exact name and ISIN.,Do not write supplement until exactly one official valid-ISIN candidate remains after name/listing review.,financialdata_exchange=BSE_IN;financialdata_ticker=533088;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=BSE_IN;official_ticker=ADVANIHOTR;official_source_key=bse_india_scrips;official_reference_scope=exchange_directory;official_isin_present=true;official_name_present=true,decision=reject;reason=ambiguous_official_isin_candidates;financialdata_review_queue=resolve_ambiguous_official_isin_candidates;apply_eligibility=blocked_until_unique_official_isin_candidate_resolved;verification_evidence_required=single_official_active_listing_with_valid_isin_and_name_gate
