listing_key,ticker,exchange,asset_type,name,gap_class,source_of_truth_outcome,core_action,fill_action,review_needed,recommended_next_source,source_gate,official_source_context,official_capability,official_masterfile_match,official_masterfile_sources,official_masterfile_sector_values,official_masterfile_exposes_sector,weak_sector_resolution_queue,residual_decision,review_bucket,review_priority,apply_eligibility,verification_evidence_required,review_strategy,recommended_next_action
CSE_LK::JFP.N0000,JFP.N0000,CSE_LK,Stock,JF PACKAGING PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::JKL.N0000,JKL.N0000,CSE_LK,Stock,JOHN KEELLS PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::KAHA.N0000,KAHA.N0000,CSE_LK,Stock,KAHAWATTE PLANTATIONS PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::KDL.N0000,KDL.N0000,CSE_LK,Stock,KELSEY DEVELOPMENTS PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::KPHL.N0000,KPHL.N0000,CSE_LK,Stock,KAPRUKA HOLDINGS PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::KZOO.N0000,KZOO.N0000,CSE_LK,Stock,CEYLON LAND & EQUITY PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::LALU.N0000,LALU.N0000,CSE_LK,Stock,LANKA ALUMINIUM INDUSTRIES PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::LCBF.N0000,LCBF.N0000,CSE_LK,Stock,LANKA CREDIT AND BUSINESS FINANCE PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::LDEV.N0000,LDEV.N0000,CSE_LK,Stock,LANKEM DEVELOPMENTS PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::LGIL.N0000,LGIL.N0000,CSE_LK,Stock,LOLC GENERAL INSURANCE PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::LITE.N0000,LITE.N0000,CSE_LK,Stock,LAXAPANA PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::LOLC.N0000,LOLC.N0000,CSE_LK,Stock,L O L C HOLDINGS PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
CSE_LK::LUMX.N0000,LUMX.N0000,CSE_LK,Stock,LUMINEX PLC,official_industry_taxonomy_unavailable_gap,accepted_source_gap,keep_in_current_scope,leave_blank_until_source_available,true,Updated official masterfile or issuer taxonomy exposing sector for the exact listing; current source: cse_lk_all_security_code|cse_lk_company_info_summary.,Keep sector blank until an official masterfile or issuer record exposes sector for the exact listing.,official_masterfile_sources=cse_lk_all_security_code|cse_lk_company_info_summary;official_sector_values=none,masterfile_match=true;masterfile_exposes_sector=false,true,cse_lk_all_security_code|cse_lk_company_info_summary,,false,official_masterfile_without_sector_source_gap,accepted_source_gap_official_masterfile_without_sector,official_masterfile_without_sector_source_gap,P3,keep_sector_blank_until_official_masterfile_exposes_sector_or_reviewed_taxonomy,official_masterfile_or_issuer_taxonomy_update_exposing_sector_for_exact_listing,keep_blank_until_official_masterfile_or_issuer_sector_source,keep_sector_blank_until_official_or_reviewed_venue_specific_taxonomy_exists
