listing_key,ticker,exchange,asset_type,name,instrument_scope,scope_reason,quality_status,issue_types,source_gap_field,source_gap_class,source_of_truth_outcome,scope_decision,otc_review_decision_status,metadata_enrichment_gate,deepseek_decision_candidate,deepseek_confidence,deepseek_evidence_needed,deepseek_rationale,deepseek_do_not_apply_reason,review_queue,review_gate,recommended_next_action
OTC::CNLHO,CNLHO,OTC,Stock,The Connecticut Light and Power Company,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,Official confirmation of OTC listing and issuer identity from exchange or regulatory source.,Row has issuer name but lacks external verification; no official source provided to confirm extended scope validity.,Insufficient official evidence to confirm scope or apply to database.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNLHP,CNLHP,OTC,Stock,The Connecticut Light and Power Company,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,"Official exchange listing data, ISIN, or regulatory filing to confirm the instrument's scope eligibility.","The listing lacks sufficient official evidence to confirm its eligibility for extended scope. Without ISIN or verified exchange data, the current scope assignment remains uncertain.",Cannot apply any scope change without official evidence to support the decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNLLF,CNLLF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official exchange listing data, ISIN, or regulatory filing to confirm the instrument's scope eligibility, including issuer name.",The listing has no issuer name and lacks any official evidence. Its continued inclusion in extended scope cannot be verified.,Cannot apply any scope change without official evidence to support the decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNLPL,CNLPL,OTC,Stock,The Connecticut Light and Power Company,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,"Official exchange listing data, ISIN, or regulatory filing to confirm the instrument's scope eligibility.","Although an issuer name is provided, no official identifier or source confirms the listing's eligibility for extended scope.",Cannot apply any scope change without official evidence to support the decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNLPM,CNLPM,OTC,Stock,The Connecticut Light and Power Company,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,"Official exchange listing data, ISIN, or regulatory filing to confirm the instrument's scope eligibility.",The listing lacks sufficient official evidence; reliance on name alone is insufficient for scope verification.,Cannot apply any scope change without official evidence to support the decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNLTL,CNLTL,OTC,Stock,The Connecticut Light and Power Company,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,"Official exchange listing data, ISIN, or regulatory filing to confirm the instrument's scope eligibility.",Lacks official evidence to support extended scope; verification against authoritative sources is required.,Cannot apply any scope change without official evidence to support the decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNLTN,CNLTN,OTC,Stock,The Connecticut Light and Power Company,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,"Official exchange listing data, ISIN, or regulatory filing to confirm the instrument's scope eligibility.",No ISIN or official source provided; scope status cannot be confidently maintained without evidence.,Cannot apply any scope change without official evidence to support the decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNLTP,CNLTP,OTC,Stock,The Connecticut Light and Power Company,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,"Official exchange listing data, ISIN, or regulatory filing to confirm the instrument's scope eligibility.",The listing's extended scope assignment is unverified; official evidence is needed to justify its inclusion.,Cannot apply any scope change without official evidence to support the decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNMVF,CNMVF,OTC,Stock,Canoe Mining Ventures Corp,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.35,"Official exchange listing data, ISIN, or regulatory filing to confirm Canoe Mining Ventures Corp's eligibility for extended scope.","Issuer name is provided, but no ISIN or exchange confirmation exists in the row to validate scope.",Cannot apply any scope change without official evidence to support the decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNPTF,CNPTF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official exchange listing data, ISIN, or regulatory filing to confirm the instrument's scope eligibility, including issuer name.",Missing issuer name and all official identifiers; impossible to assess scope without evidence.,Cannot apply any scope change without official evidence to support the decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNPWM,CNPWM,OTC,Stock,The Connecticut Light and Power Company,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,"Official exchange listing data, ISIN, or regulatory filing to confirm the instrument's scope eligibility.",Lacks official evidence; name alone is insufficient to maintain extended scope categorization.,Cannot apply any scope change without official evidence to support the decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNPWP,CNPWP,OTC,Stock,The Connecticut Light and Power Company,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.3,Official confirmation of issuer identity and listing status; verify whether CNPWP and CNTHN are the same issuer or different securities.,"Name matches CNTHN, but no ISIN or exchange confirmation to distinguish securities. Possible duplicate requires official resolution.",Insufficient official evidence to confirm OTC listing; duplicate risk unresolved.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNQQF,CNQQF,OTC,Stock,Clean Teq Water Ltd,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official issuer name, ISIN, or exchange confirmation to validate OTC listing.","Name provided but no official source (SEC, exchange) confirming the security; self-reported names may be inaccurate.",Lack of official evidence to support scope decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::CNRCF,CNRCF,OTC,Stock,Canter Resources Corp.,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official issuer name, ISIN, or exchange confirmation to validate OTC listing.","Name provided but no official source (SEC, exchange) confirming the security.",Lack of official evidence to support scope decision.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
