isin,registered_country,isin_valid,cluster_count,listing_count,listing_keys,member_names,member_exchanges,member_tickers,shared_tickers,collision_signals,decision_candidate,review_queue,review_gate,recommended_next_source,closure_status
CA08663L1040,Canada,true,2,2,NYSE ARCA::SPXU|TSX::SPXU,Global X S&P 500 Index Bull ETF | ProShares UltraPro Short S&P500,NYSE ARCA | TSX,SPXU,SPXU,name_clusters_disjoint;ticker_collision;registered_country_known,ticker_collision_isin_misassignment_suspected,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CNE1000002Q2,China,true,2,2,HKEX::00386|OTC::SNPMF,China Petroleum & Chemical Corp Class H | SINOPEC CORP,HKEX | OTC,00386 | SNPMF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CNE100000338,China,true,2,2,OTC::GVLMF|OTC::GWLLF,Great Wall Motor Co Ltd | Greenvale Mining Limited,OTC,GVLMF | GWLLF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CNE1000003W8,China,true,2,2,OTC::PCCYF|OTC::PECN,PetroChina Co Ltd Class H | Photoelectron Corp,OTC,PCCYF | PECN,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
CNE100001MK7,China,true,2,2,HKEX::01339|OTC::PINXF,PICC GROUP | The People's Insurance Company (Group) of China Limited,HKEX | OTC,01339 | PINXF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
COC07PA00027,,true,2,2,NYSE::MSA|OTC::MNSAF,MSA Safety | Mineros S.A.,NYSE | OTC,MNSAF | MSA,,name_clusters_disjoint;registered_country_unknown,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
DE0005137004,Germany,true,2,2,NASDAQ::QBY|OTC::QSCGF,GraniteShares YieldBoost QBTS ETF | q.beyond AG,NASDAQ | OTC,QBY | QSCGF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
DE0005439004,Germany,true,2,2,LSE::0LQ1|NYSE::CON,"Concentra Group Holdings Parent, Inc. | Continental AG O.N.",LSE | NYSE,0LQ1 | CON,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
DE0005909006,Germany,true,2,2,LSE::0NRG|NYSE ARCA::GBF,Bilfinger SE O.N. | iShares Government/Credit Bond ETF,LSE | NYSE ARCA,0NRG | GBF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
DE000A1TNUT7,Germany,true,2,2,LSE::0QF7|XETRA::DBAN,DT.BETEILIG.AG NA O.N. | Deutsche Beteiligungs AG,LSE | XETRA,0QF7 | DBAN,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
DE000A2E4SV8,Germany,true,2,2,OTC::CYRD|XETRA::CYR,CYAN AG O.N. | CybeRecord Inc,OTC | XETRA,CYR | CYRD,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
DK0060670776,Denmark,true,2,2,CPH::SPKSJF|LSE::0RD0,SJF Bank A/S | Sparekassen Sjaelland-Fyn A/S,CPH | LSE,0RD0 | SPKSJF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
EGS3C4L1C015,Egypt,true,2,2,EGX::MEPA|NASDAQ::MEDP,Medical Packaging Company | Medpace Holdings Inc,EGX | NASDAQ,MEDP | MEPA,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
EGS67221C019,Egypt,true,2,2,EGX::AMIA|NYSE MKT::AGIG,Abundia Global Impact Group Inc. Common stock | Arab Moltaka Investments Co.,EGX | NYSE MKT,AGIG | AMIA,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
EGS691L1C018,Egypt,true,2,2,EGX::PIOH|NASDAQ::ASPI,ASP Isotopes Inc. Common Stock | Pioneers Holding,EGX | NASDAQ,ASPI | PIOH,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
EGS738I1C018,Egypt,true,2,2,EGX::SRWA|OTC::CNFN,Cfn Enterprises Inc | Sarwa Capital Holding,EGX | OTC,CNFN | SRWA,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
ES0105130001,Spain,true,2,2,LSE::0RFW|OTC::DMPZF,Domino's Pizza Group plc | Global Dominion Access S.A.,LSE | OTC,0RFW | DMPZF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
FI0009000251,Finland,true,2,2,HEL::LINDEX|LSE::0MW2,Lindex Group | Stockmann Oyj Series B,HEL | LSE,0MW2 | LINDEX,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
FI4000519228,Finland,true,2,2,LSE::0EIE|OTC::FSOYF,F-Secure Oyj | WithSecure Oyj,LSE | OTC,0EIE | FSOYF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
FR0000053225,France,true,2,2,LSE::0MGL|NYSE::MMT,MFS Multimarket Income Trust | Metropole Television SA,LSE | NYSE,0MGL | MMT,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
FR0000074197,France,true,2,2,Euronext::FPG|NYSE::UTI,Union Technologies Informatique Group S.A | Universal Technical Institute Inc,Euronext | NYSE,FPG | UTI,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
FR0000120669,France,true,2,2,Euronext::NAE|LSE::0N9V,Esso Societe Anonyme Francaise SA | North Atlantic Energies,Euronext | LSE,0N9V | NAE,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
